City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1254,Gizo,SB,83.68,light rain,-8.103,156.8419,Imagination Island
1278,Villarrica,PY,78.1,clear sky,-25.75,-56.4333,Mansión Reljuv Tours SA
1290,Batangafo,CF,76.37,overcast clouds,7.3008,18.2833,OCHA Office
1303,Panama City,PA,84.06,scattered clouds,8.9936,-79.5197,Riande Urban Hotel
1313,Pitimbu,BR,81.19,scattered clouds,-7.4706,-34.8086,Reserva do Abiaí
1314,Cassilandia,BR,77.68,broken clouds,-19.1133,-51.7342,Delirius Motel
1316,Limbang,MY,78.91,light rain,4.75,115.0,Purnama Hotel
1323,Conde,BR,80.06,scattered clouds,-7.2597,-34.9075,Pousada Beija Flor
1325,Balikpapan,ID,79.79,moderate rain,-1.2675,116.8289,ibis Balikpapan
1326,Iquitos,PE,77.04,broken clouds,-3.7481,-73.2472,Casa Morey Hotel & Restaurant
1331,Puerto Escondido,MX,80.35,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
1332,Maningrida,AU,89.55,overcast clouds,-12.0667,134.2667,Dhukurrdji Lodge
1335,Miri,MY,78.94,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
1339,Pandan,PH,77.36,overcast clouds,14.0453,124.1694,Bonifacio Lodge
1340,Manggar,ID,77.72,heavy intensity rain,-2.8833,108.2667,Guest Hotel
1343,Galle,LK,76.75,broken clouds,6.0367,80.217,Amangalla
1347,Pouembout,NC,86.95,scattered clouds,-21.1333,164.9,Camping de Tipenga
1356,Bang Lamung,TH,76.95,few clouds,13.047,100.9289,เซอรีน แซนด์ส เฮลท์ รีสอร์ท - Serene Sands Health Resort
1357,Brokopondo,SR,77.4,overcast clouds,4.75,-55.1667,Matu Island
1362,Mazagao,BR,75.25,light rain,-0.115,-51.2894,Recanto dos Ferreiras
1365,Capitan Bado,PY,80.28,scattered clouds,-23.2667,-55.5333,Hotel Suiza
1366,Matara,LK,75.54,broken clouds,5.9485,80.5353,Amaloh Boutique Resort
1367,Ribas Do Rio Pardo,BR,78.85,clear sky,-20.4431,-53.7592,Pousada Avenida
1372,Santa Rosa,PH,78.85,broken clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
1377,Santiago De Cuba,CU,82.02,scattered clouds,20.0247,-75.8219,Cubanacan San Felix
1393,Atambua,ID,79.61,overcast clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
1398,Moree,AU,78.82,broken clouds,-29.4667,149.85,Molika Springs Motel
1407,San Pedro,PH,78.1,few clouds,14.35,121.0167,Villa Veronica Resort Private Pool
1412,Muli,MV,82.71,scattered clouds,2.9167,73.5667,Medhufushi Island Resort
1414,Bani,DO,77.86,scattered clouds,18.2833,-70.3333,Hospedaje Henriquez
1420,Moranbah,AU,84.69,few clouds,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
1424,Gisborne,NZ,75.94,scattered clouds,-38.6533,178.0042,ASURE Alfresco Motor Lodge
1434,Karangampel,ID,78.06,moderate rain,-6.4622,108.4519,ROOFTOP WAG ALL
1442,Gondanglegi,ID,76.23,overcast clouds,-7.7479,112.0132,pondok pesantren mamba'ul 'ulum selo rejo
1445,Broadford,AU,75.99,overcast clouds,-37.2,145.0667,Sugarloaf Motel
1453,Guarapari,BR,76.89,scattered clouds,-20.6667,-40.4975,Hotel Porto do Sol
1454,Yendi,GH,78.4,overcast clouds,9.4427,-0.0099,Eyarro Lodge
1462,Kroya,ID,78.49,light rain,-7.6331,109.2461,RUSTANTO Fam
1467,Todos Santos,MX,79.02,overcast clouds,23.45,-110.2167,Hotel California Todos Santos
1471,Kulhudhuffushi,MV,81.52,scattered clouds,6.6221,73.07,Haajy Guest House 1
1474,Bull Savanna,JM,75.85,scattered clouds,17.8868,-77.5902,Big Red's
1476,Buin,CL,81.88,clear sky,-33.7333,-70.75,Paihuen
1486,Montero,BO,79.7,overcast clouds,-17.3333,-63.25,Residencial Pinocho
1505,Domoni,KM,79.07,few clouds,-12.2569,44.5319,Al Djadid
1506,Esmeralda,CU,76.24,overcast clouds,21.8525,-78.1169,Centro de Pioneros Exploradores
1508,Caucaia,BR,85.06,scattered clouds,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
1509,Victoria Point,AU,80.94,broken clouds,-27.5833,153.3,Bay Retreat Motel
1513,Sao Paulo Do Potengi,BR,82.08,broken clouds,-5.895,-35.7628,Pousada e Restaurante Carne Assada do Ari
1518,Finschhafen,PG,85.59,broken clouds,-6.6024,147.8681,Cossam Guest House
1520,Benjamin Constant,BR,77.13,overcast clouds,-4.3831,-70.0311,CASA AVALIADA
1522,Esmeraldas,BR,75.51,few clouds,-19.7625,-44.3139,Bom Será - Marcinho e Fernanda
1523,Katherine,AU,82.72,scattered clouds,-14.4667,132.2667,Pine Tree Motel
1534,Lahaina,US,76.8,light rain,20.8783,-156.6825,Lahaina Shores Beach Resort
1537,Sai Buri,TH,75.96,broken clouds,6.7013,101.6168,ร้าน​ เวดดิ้ง
1547,Saint-Paul,RE,77.09,light rain,-21.0096,55.2707,Boucan Canot
1558,Mapiripan,CO,76.44,moderate rain,2.8892,-72.1256,Monserrate
1561,Ewa Beach,US,76.95,light rain,21.3156,-158.0072,Uncle Junior Robert
1562,Port Augusta,AU,79.7,overcast clouds,-32.5,137.7667,Majestic Oasis Apartments
1571,Gabu,GW,76.53,overcast clouds,12.2833,-14.2167,Hotel karsa
1588,Waingapu,ID,80.76,light rain,-9.6567,120.2641,Pondok Wisata Elim
1596,Machiques,VE,78.22,scattered clouds,10.0644,-72.545,hotel el markes
1599,Tucuman,AR,75.2,overcast clouds,-26.8241,-65.2226,Dallas Hotel Tucuman
1601,Samana,DO,75.94,few clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
1603,Natagaima,CO,79.0,broken clouds,3.6206,-75.0941,Mi Hotel El Gran Palacio- Nury
1608,Hermosillo,MX,80.69,clear sky,29.0667,-110.9667,ibis Hermosillo
1615,Tabou,CI,79.86,light rain,4.423,-7.3528,hotêl doufoulougou
1635,Fuerte Olimpo,PY,80.15,broken clouds,-21.0415,-57.8738,Hospedaje DAMI
1640,Yenagoa,NG,77.72,overcast clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
1643,Benguela,AO,76.37,broken clouds,-12.5763,13.4055,Hotel Praia Morena
1644,Ciudad Bolivar,VE,81.48,broken clouds,8.1222,-63.5497,Hotel Edi
1653,Bartica,GY,77.32,overcast clouds,6.4,-58.6167,Sloth Island Nature Resort
1658,Gouyave,GD,79.57,few clouds,12.1646,-61.7296,Rumboat Retreat
1664,Limoncito,BO,76.78,overcast clouds,-18.0167,-63.4,Tom´s Hauss
1668,Lahad Datu,MY,77.23,overcast clouds,5.0268,118.327,The 27th House
1671,Tamiahua,MX,75.54,clear sky,21.2667,-97.45,Mission Of The Sun Hotel
1675,Jizan,SA,76.14,clear sky,17.3333,42.6667,شهدان. ابوالحجر
1678,Cuamba,MZ,75.96,overcast clouds,-14.8031,36.5372,Hotel Vision
1684,Luwuk,ID,81.03,light rain,-0.9516,122.7875,Hotel Santika Luwuk
1691,Homestead,US,75.99,clear sky,25.4687,-80.4776,Travelodge by Wyndham Florida City/Homestead/Everglades
1692,Puerto Madero,MX,82.6,few clouds,14.7208,-92.4215,Hospedaje madero
1704,Shagamu,NG,82.18,overcast clouds,6.8432,3.6478,Remo Majestic Hotel
1716,Piacabucu,BR,77.14,scattered clouds,-10.4056,-36.4344,Piaçabuçu News
1732,Jatiroto,ID,76.93,overcast clouds,-7.8833,111.1167,Mushola Al Huda
1738,San Carlos Del Zulia,VE,77.09,few clouds,9.0,-71.9135,Hotel El Manantial
1748,Mulatupo,PA,79.07,overcast clouds,8.9492,-77.7652,Hostal Nuevo Sasardí
1754,Nkhotakota,MW,78.37,overcast clouds,-12.9274,34.2961,Sitima Inn
1756,Quelimane,MZ,80.55,clear sky,-17.8786,36.8883,Hotel Flamingo
1761,Nuevitas,CU,76.44,overcast clouds,21.5453,-77.2644,Hotel Caonaba
1767,Kintampo,GH,76.01,broken clouds,8.0563,-1.7306,Adomaa Memorial Hotel
1779,Kilindoni,TZ,79.32,scattered clouds,-7.9139,39.6668,Bustani B&B
1785,Guapiles,CR,82.98,scattered clouds,10.2159,-83.7866,Pachira Lodge
1786,Banda Aceh,ID,78.33,overcast clouds,5.5577,95.3222,Sulthan Hotel International
1792,Dhidhdhoo,MV,81.75,few clouds,6.8833,73.1,Dhidhoo beach
1796,San Ignacio,BZ,82.54,clear sky,17.1561,-89.0714,Rainforest Haven Inn
1797,Am Timan,TD,76.41,few clouds,11.0297,20.2827,Palais du chef Canton Salamt
1802,Carepa,CO,78.58,broken clouds,7.7585,-76.6525,HOTEL EL EDÉN
1804,Banfora,BF,77.45,clear sky,10.6333,-4.7667,Residences David Hebié
1816,Saint-Georges,GD,80.28,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
1822,Soure,BR,80.51,few clouds,-0.7167,-48.5233,Casarão da Amazônia
1831,Villa Alemana,CL,84.92,mist,-33.0422,-71.3733,Madrid Guesthouse
1840,Caico,BR,82.17,clear sky,-6.4583,-37.0978,Pousada Paraíso do Seridó
1843,Natal,BR,82.62,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
1846,Bandrele,YT,80.35,broken clouds,-12.9067,45.1914,Les Baobabs
1847,Weligama,LK,75.9,scattered clouds,5.9667,80.4167,Weligama Bay Resort
1848,Eruwa,NG,75.49,overcast clouds,7.5333,3.4167,Yinka Hostel
1850,Jaque,PA,78.55,overcast clouds,7.5175,-78.1703,Aventuras Jaque S.A
1861,Kapoeta,SS,79.86,broken clouds,4.7717,33.5903,Eastgate Hotel
1863,Bonoua,CI,83.82,light rain,5.2741,-3.595,Hotel Bon Samaritian
1869,Polewali,ID,82.47,moderate rain,-3.4324,119.3435,Lilianto Hotel
1870,Camapua,BR,80.74,broken clouds,-19.5314,-54.0439,Comercial Estrela
1873,Presidencia Roque Saenz Pena,AR,76.5,clear sky,-26.7852,-60.4388,Hotel Aconcagua
1876,Trairi,BR,81.37,broken clouds,-3.2778,-39.2689,janelas do mar
1877,Tagusao,PH,80.8,broken clouds,9.1924,117.8141,Toledo
1878,Carutapera,BR,78.8,few clouds,-1.195,-46.02,Lidera
1891,Mataram,ID,77.81,overcast clouds,-8.5833,116.1167,Hotel Santika Mataram
1892,Sorong,ID,82.96,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
1894,Etchojoa,MX,79.29,broken clouds,26.9167,-109.6333,Cuadra RT
1897,Tchaourou,BJ,76.1,overcast clouds,8.8865,2.5975,SAFIR HOTEL
1900,Talanga,HN,75.74,broken clouds,14.4,-87.0833,Do;a Albertina Zuniga
1903,Redcliffe,AU,83.05,scattered clouds,-27.2307,153.0973,Redvue Apartments
1912,Guacimo,CR,84.78,scattered clouds,10.2104,-83.6807,Hotel Los Ríos
1920,Le Marin,MQ,79.72,few clouds,14.4721,-60.8697,Résidence des îles
1922,Butterworth,MY,79.0,few clouds,5.3991,100.3638,Cititel Penang
1925,Mahina,PF,85.77,few clouds,-17.5065,-149.489,Guest Beach Bungalow Tahiti
1932,Kapit,MY,75.79,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
1934,Sao Jose De Piranhas,BR,82.65,broken clouds,-7.1206,-38.5019,Hotel Pousada São José
1939,Angoche,MZ,75.54,scattered clouds,-16.2325,39.9086,Guest House HESADA
